File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\src\application\view\controller\LogController.java,298,198,160,26,67,0,33,43,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\src\application\view\controller\PropertyController.java,127,105,64,13,22,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\src\application\view\controller\ServiceProfileController.java,797,572,434,58,162,0,63,89,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\src\application\view\controller\TableViewController.java,264,189,154,17,61,0,14,24,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\activforms\Effector.java,61,41,33,2,15,0,5,20,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\activforms\LoadBalancer.java,61,42,29,4,17,0,2,4,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\activforms\LoadProbe.java,26,17,13,1,9,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\activforms\ModeListener.java,16,11,7,1,5,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\activforms\ModelProbe.java,13,7,4,0,6,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\activforms\Probe.java,170,134,109,7,36,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\activforms\engines\GoalManagementEngine.java,104,70,63,2,21,0,13,27,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\activforms\engines\ModelAdaptationEngine.java,77,44,39,0,13,0,20,71,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\activforms\engines\ModelEvolutionEngine.java,69,48,42,1,10,0,11,22,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\adaptation\simple\MyAdaptationEngine.java,31,18,14,0,8,0,5,9,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\adaptation\simple\MyProbe.java,86,51,33,2,26,0,9,26,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\configuration\AdaptationEngine.java,18,5,4,0,5,0,8,12,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\configuration\DefaultAdaptationEngine.java,17,9,4,0,6,0,2,8,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\configuration\ExampleScenario.java,39,25,19,0,6,0,8,14,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\configuration\TASStart.java,316,227,200,18,63,0,26,58,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\alarm\AlarmService.java,17,12,8,0,5,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\assistance\AssistanceService.java,44,30,22,3,10,0,4,7,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\assistance\AssistanceServiceCostProbe.java,136,85,60,3,20,0,31,64,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\assistance\AssistanceServiceDelayProbe.java,79,60,37,3,16,0,3,12,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\drug\DrugService.java,22,16,10,0,6,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\log\Log.java,108,76,61,4,16,0,16,39,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\log\LogEntry.java,41,30,22,3,11,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\medical\MedicalAnalysisService.java,21,15,11,1,6,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\profiles\ServiceDelayProfile.java,39,27,18,2,12,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\profiles\ServiceFailureProfile.java,53,29,20,4,14,1,10,22,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\qos\MinCostQoS.java,33,25,19,4,8,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\qos\PreferencesQoS.java,33,23,17,5,8,0,2,17,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TeleAssistanceSystem\src\tas\services\qos\ReliabilityQoS.java,36,25,19,4,11,0,0,0,0,0
